N|Uuki,ngh,Tuu,Tuu,29d43S,19d05E,,,,,Lg lacks numeral classifiers & Adj further from noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Zoque (Chimalapa),zoh,Mixe-Zoque,Mixe-Zoque,16d45N,94d45W,,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & AdjN & NumN
Huastec,hus,Mayan,Mayan,22d05N,99d20W,,,,,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Huastec (Southeastern),hus,Mayan,Mayan,21d43dN,98dW,Dem-Num-A-N,,,,,,,,,
Lacandón,lac,Mayan,Mayan,17dN,91d30W,,,,,,Adj is not verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Itzaj,itz,Mayan,Mayan,17dN,89d50W,,,,,,,,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Chol,ctu,Mayan,Mayan,17d45N,92d30W,,,,,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Chontal Maya,chf,Mayan,Mayan,18d10N,92d35W,,,,,Lg has numeral classifiers & Adj closer to noun than Num,,,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Chortí,caa,Mayan,Mayan,14d50N,89d15W,Num-A-N-Dem,,,,,,,,,
Tzeltal,tzh,Mayan,Mayan,17dN,92d20W,Dem-Num-A-N,,,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Chuj,cac,Mayan,Mayan,15d55N,91d35W,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,,,
Jakaltek,jac,Mayan,Mayan,15d40N,91d40W,Num-A-N-Dem,Adj is not verb & Adj closer to noun than Num,,,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Kanjobal (Western),knj,Mayan,Mayan,15d50N,91d50W,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Mam,mam,Mayan,Mayan,15dN,91d50W,Dem-Num-N-A,,,,,,,,,
Ixil,ixl,Mayan,Mayan,15d30N,91dW,Dem-Num-A-N,,,,,,,,,
Sipakapense,qum,Mayan,Mayan,15d15N,91d45W,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,,,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Karok,kyh,Karok,Karok,41d40N,123dW,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NumN
Chimariko,cid,Chimariko,Hokan,41dN,123dW,,,,,,Adj is verb & NAdj,,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
Seri,sei,Seri,Hokan,29dN,112dW,,,Adj is verb & Adj closer to noun than Dem,,,,,,,
Kiliwa,klb,Yuman,Hokan,31d20N,115d40W,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,
Cocopa,coc,Yuman,Hokan,32d20N,115dW,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Maricopa,mrc,Yuman,Hokan,33d10N,113d10W,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Washo,was,Washo,Washo,39d15N,120dW,,,,,,Adj is verb & AdjN,,,,
Chontal (Huamelultec Oaxaca),clo,Tequistlatecan,Tequistlatecan,16dN,95d45W,,,,,,Adj is not verb & AdjN,,,,
Tonkawa,tqw,Tonkawa,Tonkawa,30d15N,96d45W,,,,,,Adj is not verb & NAdj,,,,
Tol,jic,Tol,Tol,15dN,87dW,,,,,,Adj is not verb & NAdj,,,,
Pame (Southern),pmz,Pamean,Oto-Manguean,22dN,99d30W,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Otomí (Mezquital),ote,Otomian,Oto-Manguean,20dN,99dW,Dem-Num-A-N,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & AdjN & NumN
Otomí (Santiago Mexquititlan),otq,Otomian,Oto-Manguean,20d05N,100d05W,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Ocuilteco,ocu,Matlatzincan,Oto-Manguean,18d55N,99d40W,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Chichimeca-Jonez,pei,Chichimec,Oto-Manguean,22dN,100d30W,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Amuzgo,azg,Amuzgoan,Oto-Manguean,16d50N,98dW,Num-N-A-Dem,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Trique (Copala),trc,Mixtecan,Oto-Manguean,17d10N,97d55W,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Mixtec (Atatlahuca),mib,Mixtecan,Oto-Manguean,17dN,97d45W,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NumN
Mixtec (Jicaltepec),mio,Mixtecan,Oto-Manguean,16d20N,98dW,Num-N-A-Dem,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Mixtec (Ocotepec),mie,Mixtecan,Oto-Manguean,17d10N,97d45W,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Mixtec (Diuxi-Tilantongo),xtd,Mixtecan,Oto-Manguean,17d22N,97d23W,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Mixtec (Peñoles),mil,Mixtecan,Oto-Manguean,17d05N,96d55W,,,,,,Adj is not verb & NAdj,,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Mixtec (Yosondúa),mpm,Mixtecan,Oto-Manguean,19d55N,97d35W,Num-N-A-Dem,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Mazatec (Chiquihuitlán),maq,Popolocan,Oto-Manguean,17d45N,96d55W,Num-N-A-Dem,,,,,,,,,
Chinantec (Comaltepec),cco,Chinantecan,Oto-Manguean,17d35N,96d25W,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Chinantec (Lealao),cle,Chinantecan,Oto-Manguean,17d20N,95d55W,Num-N-A-Dem,,,,,,,,,
Chinantec (Palantla),cpa,Chinantecan,Oto-Manguean,18d50N,96d45W,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Chatino (Sierra Occidental),ctp,Zapotecan,Oto-Manguean,16d15N,96d40W,Num-N-A-Dem,,,,,,,,,
Chatino (Yaitepec),ctp,Zapotecan,Oto-Manguean,16d15N,97d15W,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Zapotec (Isthmus),zai,Zapotecan,Oto-Manguean,16d25N,95dW,Num-N-A-Dem,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Zapotec (Juarez),zaa,Zapotecan,Oto-Manguean,17d30N,96d35W,Num-N-A-Dem,,,,,,,,,
Zapotec (Zoogocho),zpq,Zapotecan,Oto-Manguean,17d13N,96d25W,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Tlapanec,tcf,Subtiaba-Tlapanec,Oto-Manguean,17d30N,100dW,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Towa,tow,Kiowa-Tanoan,Kiowa-Tanoan,35d50N,107dW,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Paiute (Northern),pao,Numic,Uto-Aztecan,42dN,118dW,,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Shoshone,shh,Numic,Uto-Aztecan,41dN,114dW,,,,,,Adj is not verb & AdjN,,,,
Tümpisa Shoshone,par,Numic,Uto-Aztecan,37dN,117dW,,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Ute,ute,Numic,Uto-Aztecan,38dN,113dW,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Luiseño,lui,Takic,Uto-Aztecan,33dN,117d30W,Dem-Num-N-A,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Cupeño,cup,Takic,Uto-Aztecan,33d15N,116d40W,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is not verb & NAdj & NumN
O'odham,ood,Tepiman,Uto-Aztecan,32dN,112dW,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,,,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Nevome,pia,Tepiman,Uto-Aztecan,28dN,108dW,,,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Pima Bajo,pia,Tepiman,Uto-Aztecan,28d45N,111dW,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Tepehuan (Southeastern),stp,Tepiman,Uto-Aztecan,26dN,104dW,,,,,,Adj is verb & NAdj,,,,
Tarahumara (Western),tac,Tarahumaran,Uto-Aztecan,27dN,108dW,,,,,,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Tarahumara (Central),tar,Tarahumaran,Uto-Aztecan,27d30N,107d30W,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,,,Adjs are not verbs & NRel & AdjN,
Yaqui,yaq,Cahita,Uto-Aztecan,28dN,110dW,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Nahuatl (Huasteca),nhe,Aztecan,Uto-Aztecan,21dN,99dW,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Nahuatl (Michoacán),ncl,Aztecan,Uto-Aztecan,18d30N,103dW,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Nahuatl (Tetelcingo),nhg,Aztecan,Uto-Aztecan,19dN,99dW,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Cora,crn,Corachol,Uto-Aztecan,22d30N,105dW,,,,,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Tubar,tbu,Tubar,Uto-Aztecan,27dN,108dW,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Purépecha,tsz,Tarascan,Tarascan,20dN,102dW,,,,,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Xinca (Guazacapán),xin,Xincan,Xincan,14d05N,90d25W,Num-A-N-Dem,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Miskito,miq,Misumalpan,Misumalpan,14dN,84dW,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NumN
Sumu,yan,Misumalpan,Misumalpan,13dN,84d30W,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Shiriana,shb,Yanomam,Yanomam,3dN,64dW,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is not verb & NAdj & NumN
Pech,pay,Paya,Chibchan,15dN,86dW,,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Rama,rma,Rama,Chibchan,12dN,84dW,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Bribri,bzd,Talamanca,Chibchan,10dN,83dW,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Teribe,tfr,Talamanca,Chibchan,9d20N,82d40W,,,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Boruca,brn,Talamanca,Chibchan,8d50N,83d15W,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Ngäbere,gym,Guaymiic,Chibchan,8dN,81dW,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Buglere,sab,Guaymiic,Chibchan,8dN,81d30W,,,,,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Ika,arh,Arhuacic,Chibchan,10d40N,73d45W,,,,,,Adj is not verb & NAdj,,,,
Muisca,chb,Chibcha-Duit,Chibchan,5dN,74dW,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Warao,wba,Warao,Warao,9dN,62dW,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Mochica,omc,Chimúan,Chimúan,7d30S,79d20W,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Allentiac,--,Huarpe,Huarpe,31dS,68dW,,,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Pirahã,myp,Mura,Mura,7dS,62dW,,,,,,Adj is not verb & NAdj,,,,
Emberá (Northern),emp,Choco,Choco,7dN,77dW,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Epena Pedee,sja,Choco,Choco,3dN,77dW,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NNum
Páez,pbb,Páezan,Páezan,2d40N,76dW,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Awa Pit,kwi,Barbacoan,Barbacoan,1d30N,78d15W,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Cholón,clh,Hibito-Cholón,Hibito-Cholón,8dS,77d30W,,,,,,Adj is not verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Urarina,ura,Urarina,Urarina,4d30S,75d30W,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Quechua (Huallaga),qub,Quechuan,Quechuan,9d30S,75d30W,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & RelN & AdjN,Adj is not verb & AdjN & NumN
Quechua (Imbabura),qvi,Quechuan,Quechuan,0d20N,78dW,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & RelN & AdjN,Adj is not verb & AdjN & NumN
Aymara (Central),ayr,Aymaran,Aymaran,17dS,69dW,,,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Aymara (Southern),ayc,Aymaran,Aymaran,17d10S,70d20W,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
